Name,Average User Rating,User Rating Count,Price,In-app Purchases,Age Rating,Languages,Size,Genres,Original Release Date,Current Version Release Date
TwoBoxes,4,3306,0,Yes,4+,DA. NL. EN. FR. DE. IT. PT. ES. SV. TR,13410304, Strategy. Board,10/03/2015,10/03/2015
Roll Spin Decide,4,3306,0,Yes,4+,EN,33427456, Board. Strategy. Lifestyle,25/02/2015,25/02/2015
Alien Galaxy Shooter,2,5,0,No,4+,AR. CA. CS. DA. NL. EN. FI. FR. DE. EL. HE. HU. ID. IT. JA. KO. MS. NB. PL. PT. RO. RU. ZH. SK. ES. SV. TH. ZH. TR. VI,36189184, Strategy. Action,25/02/2015,8/12/2015
Spy Agent Adventure,3,11,0,No,4+,AR. CA. CS. DA. NL. EN. FI. FR. DE. EL. HE. HU. ID. IT. JA. KO. MS. NB. PL. PT. RO. RU. ZH. SK. ES. SV. TH. ZH. TR. VI,9416704, Adventure. Strategy,28/02/2015,31/10/2015
Magic Flood,4,22,0,No,4+,EN,22986752, Strategy. Puzzle,29/03/2015,6/06/2015
Ostrich Egg - Save The Baby From Bouncing Into Pieces,4,3306,0,Yes,4+,EN,28995584, Strategy. Family. Entertainment,25/02/2015,25/02/2015
Ball Poppers - Clash of crazy balls to solve puzzle,4,3306,0,Yes,4+,EN,32423936, Puzzle. Entertainment. Strategy,12/03/2015,21/03/2015
Goblin Harvest - The Mighty Quest,4,3306,0.99,No,12+,EN,304736256, Strategy. Adventure,27/02/2017,31/05/2017
Catch The Pou,4,3306,0,No,4+,EN,18419712, Education. Strategy. Puzzle,5/03/2015,5/03/2015
Find Next Number,4,3306,0,No,4+,CS. EN. FR. DE. RU. ZH,17195008, Education. Strategy,18/02/2015,18/02/2015
Angels and Demons,4,3306,0,Yes,4+,EN,87961600, Puzzle. Strategy,4/06/2015,10/07/2015
Alcohol Factory Game - Moonshine Distillery Sim & Drink Tycoon,2,42,0,Yes,17+,EN,14088192, Strategy. Role Playing. Entertainment,19/03/2015,21/07/2016
Baby Panda Hop Adventure,4,3306,0,No,4+,AR. CA. CS. DA. NL. EN. FI. FR. DE. EL. HE. HU. ID. IT. JA. KO. MS. NB. PL. PT. RO. RU. ZH. SK. ES. SV. TH. ZH. TR. VI,14585856, Strategy. Role Playing,27/02/2015,29/10/2015
Football Tackle Bowl,4,3306,0,No,4+,AR. CA. CS. DA. NL. EN. FI. FR. DE. EL. HE. HU. ID. IT. JA. KO. MS. NB. PL. PT. RO. RU. ZH. SK. ES. SV. TH. ZH. TR. VI,14558208, Sports. Strategy,27/02/2015,6/12/2015
Pinhead Emoji Challenge,4.5,69,0,Yes,4+,EN,43753472, Strategy. Entertainment. Puzzle,20/02/2015,1/03/2015
Tower Stack Building Blocks,4,3306,0,No,4+,AR. CA. CS. DA. NL. EN. FI. FR. DE. EL. HE. HU. ID. IT. JA. KO. MS. NB. PL. PT. RO. RU. ZH. SK. ES. SV. TH. ZH. TR. VI,8773632, Strategy. Simulation,1/03/2015,31/10/2015
Run Super Bird - The New Hero,4,3306,0,Yes,4+,EN,58425344, Entertainment. Strategy. Family,6/03/2015,6/03/2015
Plumber Jack - Watch The Crack,4,3306,0,Yes,4+,EN,23408640, Family. Entertainment. Strategy,26/02/2015,26/02/2015
OO\u2122,3,17,0,Yes,4+,EN,18551808, Puzzle. Strategy. Entertainment,25/02/2015,12/03/2017
RPS - Rock Paper Scissors Wars,4,3306,0,No,4+,EN,54361088, Strategy. Entertainment. Puzzle,26/02/2015,16/08/2018
Susume Tactics - Free,4,3306,0,Yes,4+,EN,248754176, Strategy. Entertainment. Action,26/05/2015,9/07/2015
Go Good Green Dinosaur,4,3306,0,No,4+,AR. CA. CS. DA. NL. EN. FI. FR. DE. EL. HE. HU. ID. IT. JA. KO. MS. NB. PL. PT. RO. RU. ZH. SK. ES. SV. TH. ZH. TR. VI,14156800, Family. Strategy,27/02/2015,22/07/2019
Robot Shooting War,4,3306,0,No,4+,AR. CA. CS. DA. NL. EN. FI. FR. DE. EL. HE. HU. ID. IT. JA. KO. MS. NB. PL. PT. RO. RU. ZH. SK. ES. SV. TH. ZH. TR. VI,8978432, Strategy. Puzzle,27/02/2015,26/10/2015
Shoot Dragon Down,4,3306,0,No,4+,AR. CA. CS. DA. NL. EN. FI. FR. DE. EL. HE. HU. ID. IT. JA. KO. MS. NB. PL. PT. RO. RU. ZH. SK. ES. SV. TH. ZH. TR. VI,13893632, Strategy. Puzzle,28/02/2015,28/02/2015
Rouge-Noire Royal Solitaire,4,3306,0,No,4+,EN. DE,34207744, Lifestyle. Card. Strategy,4/03/2015,28/08/2018
Heroes Guard: The Journal,4.5,12,3.99,No,9+,EN,97979392, Role Playing. Strategy. Books,24/06/2016,24/07/2016
3D Farm-ing Tractor Park-ing School Drive-r Simulator,4,3306,0,Yes,4+,EN,119476224, Strategy. Simulation. Entertainment,25/04/2015,25/04/2015
Weed Garden Online,4.5,473,0,Yes,17+,EN,199242752, Simulation. Strategy,26/02/2015,13/01/2017
Gotta Eat Them All: Clicker,4,20,0,Yes,4+,EN. FR. DE. IT. JA. KO. PT. ZH. ES. ZH,207526912, Simulation. Food & Drink. Strategy,21/12/2016,24/01/2017
Chicken Hero - An Endless Retro Arcade Adventure,4,3306,0,Yes,4+,EN,11431936, Entertainment. Strategy. Board,27/02/2015,27/02/2015
[\u8d85]\u675f\u7e1b\u5f7c\u5973~\u6f2b\u753b\u3068\u58f0\u3067\u9032\u5c55\u3059\u308b\u65b0\u611f\u899a\u30b2\u30fc\u30e0~,4,3306,0,Yes,17+,EN,13844480, Entertainment. Strategy. Simulation,5/05/2015,5/05/2015
Monsters Of Shadow Free,4,3306,0,Yes,4+,EN,19488768, Adventure. Strategy. Entertainment,11/04/2015,11/04/2015
LaLiga Fantasy MARCA 2020,4.5,502,0,No,4+,NL. EN. FR. HE. PL. PT. ES,80880640,Sports.  Sports. Strategy,17/08/2015,16/07/2019
Chess Challenge,4,3306,0,No,4+,EN,9973760, Board. Strategy,26/02/2015,26/02/2015
Museum Terror 3D,3,14,0,Yes,12+,EN. FR. DE. IT. JA. KO. PT. RU. ZH. ES,165115904, Action. Strategy,25/02/2015,14/05/2019
Farm Warehouse 2 - Fun Day,4,3306,0,Yes,4+,EN,57700352, Family. Strategy,6/03/2015,6/03/2015
Venture for iPad,1,5,2.99,No,4+,EN,10634240, Board. Entertainment. Strategy,9/03/2015,25/10/2017
Outer Orbit,4,3306,0,No,9+,EN,46632960, Strategy. Action. Entertainment,12/07/2016,15/07/2016
Oh My Dot! Mobile Edition,4,3306,0,No,4+,EN,78992384, Entertainment. Strategy. Adventure,10/03/2015,9/11/2015
Partia 3,4.5,12,6.99,No,9+,EN,139576320, Strategy. Role Playing,21/01/2019,29/07/2019
Imbroglio,4.5,224,3.99,Yes,9+,EN,60778496, Strategy,18/05/2016,9/04/2018
Fight - Polish Card Game (Ustawka - karcianka),4,3306,0,No,12+,EN. PL,63107072, Card. Strategy,6/06/2015,19/06/2017
Hungry Heroes,4,3306,0,Yes,9+,EN,91019264, Strategy. Action,29/04/2016,29/04/2016
Walking Dead: Road to Survival,4.5,34606,0,Yes,17+,EN. FR. DE. IT. JA. KO. PT. RU. ZH. ES. ZH. TR,153006080, Role Playing. Strategy. Entertainment,26/08/2015,19/07/2019
Seven Castles,2,11,0,Yes,4+,EN,13533184, Board. Strategy,16/03/2015,26/09/2018
Concrete Defense - WW2 Blitz,4,224,0,Yes,9+,EN. DE. ZH,60304384, Casual. Entertainment. Strategy,20/05/2015,17/09/2018
"Calculator for ""Clash of Clans""",3.5,26,0,No,4+,EN,6635520, Utilities. Strategy. Simulation,13/03/2015,20/07/2015
Push Game (Free),4,3306,0,No,4+,EN,5962752, Strategy. Puzzle,1/03/2015,1/08/2016
Hexxagon Touch,4,3306,0,No,4+,EN,4698112, Board. Strategy. Entertainment,4/03/2015,4/03/2015
Roll & Bounce - Circular Bouncing Ball - Mobile Edition,4,3306,0,No,4+,EN,52036608, Strategy. Reference. Music,4/03/2015,4/12/2015
Chess Clock Pro - Timer for your games,4,3306,1.99,No,4+,EN. IT. ES,25980928,Utilities. Board.  Strategy,4/03/2015,2/06/2016
HexLogic - Gardens,4,3306,1.99,No,4+,EN,22351872, Puzzle. Strategy. Entertainment,4/03/2015,4/03/2015
5 Fives Sliding Number Puzzle,4,3306,0,No,4+,ZH. FR. DE. IT. JA. KO. PT. RU. ES,19845120, Puzzle. Strategy. Education,9/03/2015,22/03/2016
Medieval Battle: Europe,4.5,26,4.99,No,12+,EN,691142656, Simulation. Entertainment. Strategy,12/03/2015,29/07/2019
Napoleon in Russia,3.5,12,4.99,No,12+,EN,380490752, Strategy. Simulation. Entertainment,24/10/2015,7/06/2016
Wars of the Roses,4,10,4.99,No,12+,EN,596485120, Strategy. Entertainment. Simulation,2/07/2015,23/05/2019
Chinese Chess - For iPad,4,3306,0,No,4+,EN,7325696, Strategy. Card,4/03/2015,1/08/2016
Candy Splash - Best Match 3,4,3306,0,No,4+,EN,61104128, Strategy. Puzzle,1/03/2015,27/09/2017
Comish: Stock Market Simulator,4,145,0,Yes,12+,EN,138313728, Simulation. Strategy. Entertainment,21/08/2017,28/07/2019
Free Unlimited Sudoku Time Wasters HD - BA.net,4,3306,0,No,4+,EN,11960320, Strategy. Utilities. Word,4/03/2015,4/03/2015
Narde - long backgammon,4.5,425,0,Yes,12+,EN. FR. DE. RU. TR,29454336, Board. Entertainment. Strategy,26/03/2015,14/06/2019
3D Dominoes,4,34,0,No,12+,EN,11848704, Board. Entertainment. Strategy,4/03/2015,5/06/2018
Archipelago War: Battle for Islands,4,10,0,No,4+,EN. FR. DE. IT. JA. KO. RU. ZH. ES,8814592, Action. Strategy. Entertainment,4/03/2015,4/03/2015
Sudoku Mega Bundle,5,2007,0,Yes,4+,EN,47660032, Strategy. Puzzle,4/04/2015,20/07/2019
Crystal Crusade,3.5,78,0,Yes,9+,EN,298946560, Entertainment. Strategy. Puzzle,11/11/2015,26/02/2016
Seven Knights,4,3056,0,Yes,9+,EN. FR. DE. ID. IT. KO. MS. PT. RU. ES. TH. ZH. TR. VI,87774208, Strategy. Role Playing,14/10/2015,1/08/2019
Newton Code,4,7,0,Yes,4+,EN,113942528, Puzzle. Strategy,6/04/2015,28/02/2017
Ultimate Tic Tac Toe,4.5,29,0,No,4+,ZH. CS. DA. NL. EN. FI. FR. DE. EL. HU. ID. IT. JA. KO. NO. NB. PL. PT. RO. RU. ZH. SK. ES. SV. TH. ZH. TR. VI,88664064, Entertainment. Strategy. Board,16/07/2015,5/08/2016
Battleplans,4,1000,0,Yes,9+,EN. FR,314932224, Strategy. Adventure,24/05/2016,22/04/2019
Bubble Mud Horse,4,3306,0,No,4+,EN,24350720, Social Networking. Puzzle. Strategy,9/04/2015,20/04/2016
Brainy Moves,4.5,15,0,Yes,4+,EN,4865024, Entertainment. Strategy. Action,9/03/2015,17/06/2019
Tabletop Soccer,5,13,0.99,No,4+,EN,227440640, Sports. Strategy. Sports,30/10/2015,3/05/2017
School Horror Escape,2.5,15,0,No,9+,EN,172822528, Strategy. Adventure,21/03/2015,30/06/2015
Easter Egg Friends,4,3306,0.99,No,4+,EN,13246464, Puzzle. Strategy,13/03/2015,21/03/2015
Bazooka Penguin - Duck hunt mission,4,3306,0,No,12+,EN,38928384, Action. Strategy,10/03/2015,10/03/2015
Galactic Keep,4,188,3.99,No,12+,EN,518226944, Role Playing. Strategy,19/08/2015,18/11/2015
Froodie - Road Crossing Frog Frogger,4.5,110,0,Yes,9+,AR. CA. CS. DA. NL. EN. FI. FR. DE. EL. HE. HU. ID. IT. JA. KO. MS. NB. PL. PT. RO. RU. ZH. SK. ES. SV. TH. ZH. TR. UK. VI,46857216, Strategy. Entertainment. Casual,9/04/2015,4/04/2017
Noughts & Crosses,4,3306,0,No,4+,CS. NL. EN. FR. DE. IT. JA. KO. PL. PT. RU. ZH. ES. SV. ZH. TR,26435584, Puzzle. Entertainment. Strategy,15/03/2015,15/03/2015
Battle Of The Valiant Universe,4,5,0,Yes,4+,EN,563453952, Card. Strategy. Entertainment,6/11/2018,1/03/2019
Just 11,4,126,0,No,4+,AR. CA. CS. DA. NL. EN. FI. FR. DE. EL. HE. HU. ID. IT. JA. KO. MS. NB. PL. PT. RO. RU. ZH. SK. ES. SV. TH. ZH. TR. UK. VI,17956864, Entertainment. Strategy. Puzzle,9/03/2015,2/04/2015
Easter Bunny Claw Machine - Cute Holiday Arcade Game,4,3306,0,Yes,4+,EN,63823872, Strategy. Family. Entertainment,29/03/2015,29/03/2015
8bitWar: Necropolis,5,259,2.99,No,9+,EN,32457728, Strategy. Action,2/05/2015,1/08/2017
Office Madness 2: Corporation,2,22,3.99,No,4+,EN,244802560, Simulation. Strategy. Entertainment,4/04/2017,6/02/2018
Devils & Demons - Arena Wars Premium,3.5,5,2.99,Yes,9+,ZH. EN. FR. DE. JA. KO. RU. ES. ZH,271104000, Role Playing. Strategy,9/04/2015,17/06/2016
Jackpot Yeeha,4,3306,0,No,17+,DE,166554624, Strategy,31/10/2015,4/08/2017
Tolaca Rocks,4.5,9,0,Yes,4+,EN,65798144, Puzzle. Entertainment. Strategy,29/02/2016,25/05/2016
Lantern Lam,4,3306,0,No,4+,EN,23027712, Strategy. Puzzle,23/03/2015,23/03/2015
Dak dak buffet,4,3306,0,No,4+,EN,4173824, Simulation. Strategy,16/12/2016,16/12/2016
2 Cars Crashing : No accidents,4,3306,0,No,4+,EN,7114752, Strategy. Casual,4/03/2015,7/05/2015
Bomb Me English,4,265,0,Yes,12+,EN,158310400, Strategy. Action,23/06/2015,2/04/2019
Pancake Ninja - The Oriental Cake Maker,4,3306,0,No,4+,EN,33595392, Family. Strategy. Entertainment,12/03/2015,12/03/2015
Zombie Toss Free - Ring Throwing At The Farm,4,3306,0,No,4+,EN,25116672, Family. Strategy. Entertainment,8/03/2015,8/03/2015
2018 Soccer - Penalty Shootout,4,3306,0,Yes,4+,EN,68420608, Family. Entertainment. Strategy,6/03/2015,24/01/2018
Tic Tac Toe Play Time,4,3306,0,Yes,4+,DA. NL. EN. FR. DE. HU. IT. RO. ES. TR,23206912, Strategy. Lifestyle. Board,31/07/2015,16/12/2016
Goal 10,4.5,7,0,No,4+,EN,106713088, Strategy. Entertainment. Puzzle,23/03/2015,23/03/2015
Weed Bakery,4.5,353,0,Yes,17+,EN,227656704, Strategy. Simulation,11/03/2015,22/09/2017
Spiny Tom!,4,3306,0,No,4+,EN,6139904, Strategy. Action,17/12/2016,17/12/2016
Pencil Mania - Remove The Top One,4,3306,0,No,4+,EN,31444992, Simulation. Entertainment. Strategy,24/04/2015,24/04/2015
Backgammon King,4,59,0,No,4+,EN. FR. DE. JA. KO. PT. RU. ZH. ES. ZH,24093696, Strategy. Board. Entertainment,17/03/2015,17/12/2018
Iron Heart: Steam Tower TD,3.5,10,4.99,Yes,9+,DA. NL. EN. FI. FR. DE. EL. HE. HU. IT. JA. KO. NB. PL. PT. RU. ZH. SK. ES. SV. ZH. TR,140581888, Strategy. Entertainment. Simulation,23/04/2015,23/04/2016
Age of Card Fighter,4.5,61,0,Yes,9+,EN,134193152, Strategy. Adventure. Entertainment,27/05/2015,27/05/2015
Strategy Legion - Offline RPG,4.5,47,0,Yes,12+,EN. ZH,23356416, Board. Strategy. Entertainment,20/05/2015,13/05/2019
Balloon Down - Hit Balloons With Darts,4,3306,0,No,4+,EN,18558976, Family. Entertainment. Strategy,4/04/2015,20/11/2015
Civil War: Bull Run 1861,3.5,7,4.99,No,12+,EN,290942976, Strategy. Entertainment. Board,16/04/2015,19/06/2019
Jelly Crush - fun 3 puzzle match game,4.5,33,0,Yes,4+,EN. FR. DE. JA. ZH. ZH,102760448, Strategy. Action,6/04/2015,7/05/2015
Straight Up,4.5,1524,0,Yes,4+,EN,36433920, Strategy. Casual,15/12/2015,25/12/2015
Offroad Zombies Killer Car,4,3306,0,No,17+,EN,96567296, Role Playing. Strategy,10/03/2015,10/03/2015
"""Donald's Hunt - Crazy Dude""",4,7,0,No,4+,EN,34647040, Family. Entertainment. Strategy,11/03/2015,30/10/2017
Box Move Pro - Clear All Boxes,4,3306,0,No,4+,EN,14771200, Strategy. Entertainment. Puzzle,12/03/2015,10/11/2017
Spacecom,3.5,86,3.99,No,12+,EN,173208576, Entertainment. Action. Strategy,6/05/2015,19/04/2016
Cake Tower Stacker Maker Mania,4,3306,0,Yes,4+,EN,32808960, Strategy. Casual,28/03/2015,28/03/2015
Just Get 11 Kittens,4,3306,0,No,17+,EN,62648320, Puzzle. Education. Strategy,12/03/2015,23/03/2015
Take Off Master - Backyard Plane Simulator,1.5,5,0,No,4+,EN,21442560, Family. Entertainment. Strategy,13/03/2015,13/03/2015
Big Penguin Ice Winter World: Gone Fishing,4,3306,0,Yes,4+,EN,16125952, Family. Strategy,21/03/2015,21/03/2015
Fun Bike Run - Race The Highway Like A Coaster Baron,4,3306,0,Yes,4+,EN,17866752, Family. Entertainment. Strategy,4/04/2015,4/04/2015
"""Gran vs. Aliens - Shoot'em""",4,3306,0,No,4+,EN,24339456, Entertainment. Family. Strategy,24/04/2015,18/11/2017
Flip Flap Flat Cappy Bird,4,3306,0,Yes,4+,EN,3096576, Entertainment. Strategy. Puzzle,17/05/2015,17/05/2015
Halloween Candy Madness,4,3306,0,No,4+,EN. DE,18501632, Casual. Strategy. Entertainment,10/03/2015,10/03/2015
Spellstone,4.5,2085,0,Yes,9+,EN. FR. DE. RU. ES,392590336, Strategy. Role Playing,16/09/2015,11/07/2019
Free Unlimited Sudoku Time Wasters for iPhone - BA.net,4,3306,0,No,4+,EN,11972608, Strategy. Word. Entertainment,10/03/2015,10/03/2015
Mahjongg - China,4.5,6,0,No,4+,EN,25418752, Entertainment. Board. Strategy,11/04/2015,8/12/2015
Pizza Shop : Kitchen Cooking Game,4,259,0,Yes,4+,EN. JA. ZH. ZH,144996352, Simulation. Strategy,16/03/2015,18/05/2017
Big 9 - Strategic Logic Game,4.5,346,0,No,4+,EN,57528320, Puzzle. Strategy. Education,4/05/2015,26/11/2018
Simple Filler,4,22,0,No,4+,EN,4059136, Puzzle. Strategy,14/03/2015,20/03/2016
Solitaire Collection - BA.net,4,3306,0,No,4+,EN,24599552, Entertainment. Card. Strategy,4/04/2015,14/01/2019
NodeSweeper,4,3306,0.99,Yes,4+,EN,47927296, Strategy. Puzzle,28/08/2017,28/08/2017
High Roller Free,4,3306,0,Yes,17+,EN,62726144, Strategy. Entertainment,20/07/2015,9/09/2015
Ant Nest,4,3306,0,No,4+,EN,22081536, Action. Strategy. Entertainment,17/10/2015,17/10/2015
Kingdom of Procreation,4.5,41,0,No,9+,EN. JA. KO,16580608, Strategy. Simulation,16/03/2015,29/05/2015
DEAD EYES,4,163,2.99,No,12+,EN,210816000, Strategy. Board. Music,14/05/2015,22/07/2016
Link Birds Line,4,3306,0,Yes,4+,EN,22949888, Entertainment. Strategy. Puzzle,4/04/2015,27/09/2017
Heroes Strike,4,3306,0,Yes,4+,EN,254279680, Entertainment. Strategy. Puzzle,13/08/2015,20/10/2015
Bear Trip - Survival Run,4,3306,0,No,4+,EN,60190720, Strategy. Family. Entertainment,18/03/2015,18/03/2015
Cookie Crush Mania - Jolly Sweet Candy and Cupcake,4,3306,0,Yes,12+,DA. EN. FR. DE. JA. ES,87681024, Puzzle. Strategy,10/05/2015,17/02/2016
Constellate - Space Puzzles,5,14,0,Yes,4+,EN,49844224, Puzzle. Strategy. Entertainment,3/07/2015,17/07/2019
Astro Space Battles . ASB,4,3306,0,Yes,4+,EN,43307008, Entertainment. Board. Strategy,16/04/2015,5/06/2016
Candy Love - Candyland Mania,4,3306,0,No,4+,EN,22585344, Puzzle. Strategy. Entertainment,17/11/2015,17/11/2015
Line Cube Man - 100 Retos,4,3306,0,No,4+,EN,30011392, Entertainment. Strategy. Puzzle,12/03/2015,12/03/2015
Fruit Blast - line-drawing puzzle game,4.5,26,0,Yes,4+,EN. ZH,74465280, Puzzle. Strategy,15/04/2015,15/04/2015
Block Line Impossible Stupid Puzzle,4,3306,0,Yes,4+,EN,12857344, Strategy. Puzzle,4/04/2015,4/04/2015
Makibot Forest Journey,4,29,0,No,9+,EN,47751168, Strategy. Role Playing,17/05/2015,23/10/2015
Diamond Shoot - Match Diamonds!,4,3306,0,Yes,4+,EN,54808576, Puzzle. Strategy,20/03/2015,20/03/2015
O & X for Watch,4,3306,0.99,Yes,4+,EN,15663104, Board. Entertainment. Strategy,11/04/2015,5/11/2018
Elemental Heroes: New Power,5,17,0,Yes,12+,EN. RU,631826432, Strategy. Entertainment. Role Playing,22/06/2015,5/06/2019
BT pins and balls,4,3306,0,Yes,4+,EN,16109568, Action. Entertainment. Strategy,8/04/2015,8/04/2015
AirTraffic Battle,4,3306,0,No,4+,EN. ES,12560384, Entertainment. Strategy. Simulation,25/07/2015,5/08/2016
Miner Premium,3.5,27,0.99,No,4+,EN,22934528, Strategy. Casual,9/11/2015,2/12/2016
Miner Free,3,27,0,No,4+,EN,22934528, Strategy. Casual,9/11/2015,2/12/2016
Super Spring Ninja Candy - Frozen Bust Edition,5,14,0,No,4+,EN,11448320, Board. Strategy. Entertainment,20/03/2015,20/04/2015
ZigZag Super Candy Tiles,5,10,0,No,4+,EN,12488704, Entertainment. Strategy. Board,2/04/2015,18/04/2015
Chicka BOOM : Explosive Strategy Game,4,3306,0,No,9+,EN,52899840, Entertainment. Strategy. Casual,17/03/2015,17/03/2015
Rabbit launcher!,4,3306,0,No,4+,EN,24289280, Action. Strategy,16/12/2016,16/12/2016
Vehicles 1,4,3306,0,No,4+,EN,12656640, Action. Strategy,17/12/2016,17/12/2016
Gemollection II,4,3306,0,No,4+,EN,9265152, Strategy. Action,17/12/2016,17/12/2016
Dungeoneers Quest,4,22,0.99,No,9+,EN,360751104, Entertainment. Role Playing. Strategy,30/05/2015,30/10/2015
Arcade Panda Bear Prize Claw Machine Puzzle Game,4,19,0,No,4+,EN,107851776, Strategy. Puzzle. Entertainment,4/04/2015,23/11/2016
XO - TicTacToe on your Watch,4,3306,0,No,4+,EN,11333632, Board. Strategy,11/04/2015,11/04/2015
Frozen Mania Fall,4,3306,0,No,12+,EN,23515136, Strategy. Puzzle. Entertainment,3/11/2015,3/11/2015
FlipPix Jigsaw - Carnival,4,3306,1.99,No,4+,EN,24154112, Puzzle. Entertainment. Strategy,19/03/2015,19/03/2015
BREAK IN !,4.5,12,0,No,4+,EN,9144320, Casual. Entertainment. Strategy,23/04/2015,4/03/2016
Martial Arts Brutality,4.5,22,0,Yes,17+,EN,92116992, Card. Strategy,23/08/2017,14/05/2018
Othello - TSITGames,4,3306,0,No,4+,CS. NL. EN. FR. DE. IT. JA. KO. PL. PT. RU. ZH. ES. SV. ZH. TR,44904448, Strategy. Board,5/04/2015,27/05/2015
Doddle Body Defense,4,3306,0.99,No,4+,CS. NL. EN. FR. DE. IT. JA. KO. PL. PT. RU. ZH. ES. SV. ZH. TR,28270592, Casual. Strategy,28/10/2016,28/10/2016
Mine Fragger Survival: Mini Adventure Rush,1.5,6,0,Yes,4+,EN,18137088, Role Playing. Strategy,28/03/2015,28/03/2015
Door Kickers,5,653,4.99,No,12+,EN,1017829376, Entertainment. Strategy. Action,24/06/2015,26/10/2015
Drone Strike Rex Legend - Trex,4.5,61,0,No,9+,EN,108411904, Strategy. Action. Entertainment,27/03/2015,21/09/2017
Highway Traffic Disaster - Micro Vehicle Madness Impossible Collision Simulator,4,3306,0,No,4+,EN,19578880, Simulation. Strategy. Entertainment,1/04/2015,1/04/2015
Chicken Race - Swing That Bird,4,3306,0,Yes,4+,EN,14874624, Family. Entertainment. Strategy,20/03/2015,8/12/2017
Stick Trivia - Normal Man Turns Hero,4,3306,0,Yes,4+,EN,33538048, Family. Entertainment. Strategy,21/03/2015,21/03/2015
Stick Monkey,4,3306,0,Yes,4+,AR. CA. CS. DA. NL. EN. FI. FR. DE. EL. HE. HU. ID. IT. JA. KO. MS. NB. PL. PT. RO. RU. ZH. SK. ES. SV. TH. ZH. TR. UK. VI,29470720, Strategy. Casual,8/06/2015,8/06/2015
Classic Checkers Touch,4,3306,0,No,4+,EN,4468736, Entertainment. Strategy. Board,21/03/2015,21/03/2015
Zeppelin Run - Pilot Training,4,3306,0,No,4+,EN,72962048, Entertainment. Family. Strategy,22/03/2015,22/03/2015
Board Town  - Enjoy Online Board Games! -,4,3306,0,No,4+,EN. JA. ZH. ZH,70072320, Social Networking. Strategy. Board,3/03/2016,7/10/2016
Make it Big in Hollywood,4.5,22,0,Yes,4+,EN. FR. DE. IT. RU. ES,144759808, Strategy. Casual,28/02/2018,28/02/2018
Empire Era: You must build a kingdom,3,8,0,Yes,9+,EN,15945728, Strategy. Role Playing,7/05/2015,12/06/2015
Air Battle: Sea Battle,4,35,0,Yes,4+,AR. EN. FR. DE. HI. IT. JA. KO. PL. PT. RU. ZH. SK. ES,211814400, Board. Entertainment. Strategy,1/05/2015,27/03/2018
Space Battle - Sea Battle,4.5,58,0,Yes,4+,AR. EN. FR. DE. HI. IT. JA. KO. PL. PT. RU. ZH. SK. ES,212178944, Entertainment. Board. Strategy,2/05/2015,22/03/2018
ST - Shape Twister Mania,4,3306,0,Yes,4+,EN,59523072, Strategy. Entertainment. Adventure,2/04/2015,1/05/2015
Hidden Objects Mysterious Experiment,4,3306,0,Yes,4+,EN,26845184, Strategy. Puzzle,8/04/2015,8/04/2015
Crime Escape - Use The Rope And Fly Away,4,3306,0,No,4+,EN,33779712, Family. Strategy. Entertainment,26/03/2015,26/03/2015
Hnefatafl 2 Player Board Game,1.5,6,1.99,No,4+,EN,3584000, Board. Entertainment. Strategy,24/03/2015,24/03/2015
Froodie: Frog free jump - Frogger Froggy for iPad,3,5,0,Yes,9+,EN,41564160, Strategy. Entertainment. Family,7/04/2015,21/10/2015
Bubble Adventure Mania - rescue the animals,4.5,31,0,Yes,4+,EN,38435840, Strategy. Action,23/03/2015,5/01/2016
Pug Runner,4,23,0,No,4+,EN,7880704, Strategy. Family,4/05/2015,20/12/2016
"Light Up - Target,Connect & Glow!",5,6,0,Yes,4+,EN,17924096, Strategy. Puzzle,1/04/2015,31/08/2015
Swipe Solving,4,3306,0,No,4+,EN,158154752, Entertainment. Puzzle. Strategy,4/05/2015,4/05/2015
"""Just TAG-iT - it's that simple but is it?""",4,6,0,Yes,4+,EN,5427200, Strategy,18/04/2015,28/04/2015
Selfie Tic-Tac-Toe,4,3306,0,No,4+,EN,38649856, Strategy. Puzzle. Education,24/03/2015,1/04/2015
Bathroom Simulator Mobile,2.5,6,0,No,4+,EN,20099072, Strategy,24/03/2015,24/03/2015
One Tower Challenge,4,3306,0,No,9+,EN,210186240, Action. Strategy,26/03/2015,26/03/2015
Travian Kingdoms,2.5,74,0,Yes,4+,AR. CS. DA. NL. EN. FI. FR. DE. HU. IT. NO. PL. PT. RU. ES. SV. TR,191050752, Strategy. Entertainment. Simulation,23/02/2016,25/06/2019
Spring Jelly,4,3306,0,Yes,4+,EN,84377600, Strategy. Casual. Entertainment,1/04/2015,11/09/2015
